STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE N+ NITRITEN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year,Potability,WQI
2271,"RIVER SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,27,6.1,6.5,201,2,0.43,9,149,2011,1,50.2769153
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,27.5,6.2,6.3,245,1.8,0.31,7,135,2011,1,44.49221235
1547,RIVER TALPONA AT CANACONA,GOA,28.3,7,6.5,75,0.9,0.22,7,166,2011,1,36.1004247
1544,"VALVANT AT SANKLI NAN BICHOLIM, GOA",GOA,29,7.3,6,74,1.6,0.11,8,181,2011,1,32.17709583
2651,"AMBA RIVER AT D/S OF WAKEN BRIDGENANU/S OF JS PETRO CHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,28.2,7.1,7.9,108,3.3,0.42,65,137,2011,1,82.49017774
2653,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.4,7,8,129,3.5,0.49,40,105,2011,1,85.9365207
2654,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.3,7,8,130,3.3,0.46,33,93,2011,1,84.0030967
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,28.5,5.7,7.4,2323,6.3,1.47,400,541,2011,0,115.2877151
2670,"KAN RIVER NEAR SAKRI WATER WORKS, SAKRI, DHULE",MAHARASHTRA,28.4,5.9,7.6,462,4.9,2.47,23,63,2011,1,96.75526122
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,28.4,7,7.7,107,3.8,0.4,131,285,2011,1,85.4122687
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,28.9,6.2,7.4,299,5.1,0.95,209,401,2011,1,97.46036435
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,28.2,5.9,7.8,33259,6.8,1.61,114,228,2011,0,126.1395532
2672,"KUNDALIKA RIVER AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",MAHARASHTRA,28.9,7.2,7.9,77,3.2,0.42,164,282,2011,1,83.33687078
2168,MITHI RIVER,MAHARASHTRA,27,3.2,7.4,28018,46,1.67,908,1164,2011,0,495.795409
2676,"MUCHKUNDI RIVER AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI",MAHARASHTRA,27.9,6.8,7.8,350,2.6,1.99,2,72,2011,1,74.95665461
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,26.8,6.9,7.5,133,3.2,0.55,252,409,2011,1,79.84677565
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,27.2,6.9,7.5,143,3.4,0.54,149,307,2011,1,79.31866765
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, KHARPADA, KHALAPUR, RAIGAD",MAHARASHTRA,26.8,6.1,6.9,609,4.2,3.1,65,135,2011,1,78.5450513
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE, VYAL, KHALAPUR, RAIGAD",MAHARASHTRA,26.9,6.8,7.4,129,3.2,0.86,51,133,2011,1,74.14917061
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD",MAHARASHTRA,26.8,6.7,7.4,130,3.2,0.75,45,124,2011,1,74.47424957
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR. RAIGAD",MAHARASHTRA,26.9,6.6,7.4,130,5,0.74,67,158,2011,1,91.38064852
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, KHALAPUR, RAIGAD",MAHARASHTRA,26.9,6.7,7.5,120,3.6,0.73,85,226,2011,1,80.65135357
2696,"PEHLAR DAM ON PEHLAR R. INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,26.2,7.1,7.9,139,3.2,0.45,74,147,2011,1,81.81880174
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,27.4,6,7.4,13925,59.1,3.08,4,116,2011,0,575.2542423
2701,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,26.4,6.7,7.7,274,2.3,2.04,5,88,2011,1,71.10908157
2702,"SAVITRI AT SHEDAV DOH,,RAIGAD",MAHARASHTRA,26.7,6.3,7.9,326,2.5,2.32,2,71,2011,1,78.27233339
2703,SAVITRI RIVER AT DADLI BRIDGE,MAHARASHTRA,27.3,6.3,7.9,7392,2.4,6.41,4,71,2011,1,79.79076539
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,27.4,6.3,7.7,12051,4.4,5.37,4,102,2011,1,94.84989339
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.6,7,8.3,162,3.8,0.48,44,90,2011,1,93.8905127
2707,"SURYA RIVER AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",MAHARASHTRA,27.5,7,8.3,212,3.6,0.44,47,90,2011,1,92.1895407
2708,"SURYA AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR",MAHARASHTRA,27.5,7.1,8.3,227,3.2,0.48,67,124,2011,1,88.62830574
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,26.9,6.8,8.2,314,4.3,0.45,28,69,2011,1,97.21200261
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA,25.9,6.8,7.8,151,3.4,0.5,601,740,2011,1,95.08610261
1094,ULHAS AT U/S OF BADLAPUR,MAHARASHTRA,25.9,7,7.8,123,3.4,0.44,42,100,2011,1,81.6112607
2162,ULHAS ATJAMBHUL WATER WORKS.,MAHARASHTRA,26,6.9,7.8,139,3.3,0.76,85,169,2011,1,82.23912365
2712,"VAITARNA NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE",MAHARASHTRA,26.9,6.8,8.2,313,4,0.49,49,99,2011,1,95.03475461
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,24.8,6.7,7.8,215,2.5,0.83,2,51,2011,1,74.28993357
2713,"VASHISTI AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL AT KHERDI, RATNAGIRI. ",MAHARASHTRA,26.2,6.7,7.8,204,2.5,0.77,2,68,2011,1,74.27944557
2714,VASHISTI AT U/S OF POPHALI NR KONPHANSAWANE BRIDGE,MAHARASHTRA,25.3,6.9,7.7,205,2.2,0.93,2,55,2011,1,68.95451965
1342,ACHENKOIL AT THUMPAMON,KERALA,26.6,7.1,6.9,72,0.5,0.25,278,641,2011,1,45.12138174
1443,ACHENKOIL AT CHENNITHULA,KERALA,26.8,6.6,6.9,70,0.9,0.49,223,495,2011,1,49.86678852
2297,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.6,6.9,7.1,52,0.8,0.18,46,520,2011,1,47.03915965
2319,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.8,7.2,7,830,0.8,0.16,94,654,2011,1,45.11740278
2286,R AYROOR AT AYROOR BRIDGE,KERALA,29.3,6.3,6.9,95,1.3,0.99,750,1325,2011,1,66.78404939
2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,25.4,7.2,7.4,164,0.9,0.46,1325,2225,2011,1,80.40984278
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,25.5,6.9,7.5,231,0.8,0.55,1000,1725,2011,1,75.44385565
1154,CHALAKUDY AT PULICKALKANANDAVU,KERALA,26.6,6.5,6.9,101,1.3,0.47,468,1127,2011,1,59.44509948
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,24.7,7.1,7.1,64,0.6,0.4,283,646,2011,1,49.61794174
21,CHALIYAR AT CHUNGAPALLY,KERALA,24.8,7.1,7.1,4600,0.6,0.35,229,538,2011,1,49.38886174
1572,CHANDRAGIRI AT PADIYATHADKA,KERALA,28,7.5,7.2,52,0.6,0.15,285,900,2011,1,49.47783391
1573,CHITTHRAPUZHA AT IRUMPANAM,KERALA,27.4,2,6.8,265,2.4,2.3,1525,5425,2011,0,113.7966965
2295,R CORAPUZHA AT KANAYANKODE,KERALA,26,5.6,7,12769,1.2,0.41,725,1650,2011,1,73.19559409
1564,"ITHIKKARA AT AYUR, KERALA",KERALA,27.4,7.1,7,90,0.6,0.64,338,625,2011,1,49.14577374
2287,R ITHIKKARA AT ITHIKKARA,KERALA,26.5,6.1,7,248,0.8,0.66,500,1150,2011,1,59.4614393
1566,KADALUNDY AT THIRURANGADY,KERALA,28.4,6,7,94,1.1,0.13,183,370,2011,1,55.28264226
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,28.8,6.5,7.5,76,0.8,0.08,275,585,2011,1,60.96830748
2337,R KADAMBAYAR AT BRAHMAPURAM,KERALA,26.7,1.5,6.6,192,3.6,0.92,881,2978,2011,0,108.2941473
2338,R KADAMBAYAR AT MANCKAKADAVU,KERALA,26.4,2,6.8,79,2.4,0.2,456,1275,2011,1,88.80459652
42,"KALLADA AT PERUMTHOTTAM KADAVU, PUNALOOR, KERALA",KERALA,26.5,7.2,7.1,52,0.6,0.15,298,687,2011,1,49.42553478
2294,R KALLAI AT KALLAI BRIDGE,KERALA,25.5,4,7.5,25964,1.1,0.76,945,1588,2011,1,96.50792539
1571,KARINGODE AT KAKKADAVU,KERALA,28,7.2,7.3,54,0.9,0.25,330,610,2011,1,56.26351478
1155,KARAMANA AT MOONNATTUMUKKU,KERALA,28,0.8,7.1,1239,11.9,1.87,4250,11000,2011,0,270.450396
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,27.9,6.4,6.5,58,1.3,0.34,255,960,2011,1,48.20310243
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,28.1,6.3,6.8,77,1.2,0.16,73,208,2011,1,48.78810539
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,28.6,5.4,6.6,80,1.6,0.27,335,775,2011,1,59.123936
2326,R KORAYAR AT KANJIKODE,KERALA,25.3,5.8,7.8,666,1,0.24,993,1650,2011,1,87.57770417
1569,R KUPPAM AT THALIPARAMBA,KERALA,28.3,6.6,7.2,12768,1.1,0.13,88,1412,2011,1,56.78614052
2298,R KUPPAM AT RAYAROM,KERALA,26.1,7.7,7.2,44,1,0.28,29,148,2011,1,46.257244
1567,R KUTTIYADY AT  KUTTIYADY ESTATE,KERALA,24.3,7.1,7,27,0.4,0.11,73,218,2011,1,41.31116974
1568,"R MAHE AT VALAYAM, KERALA",KERALA,26,7.3,7.2,59,0.6,0.19,160,465,2011,1,47.59121983
2285,R MAMOM AT MAMOM BRIDGE,KERALA,28.5,7.8,7.1,119,0.7,0.87,875,1725,2011,1,60.56070904
1340,"MANIMALA  AT KALLOOPARA,",KERALA,26.6,7.3,7.1,54,1.3,0.41,415,913,2011,1,57.82787583
1384,"MANIMALA AT THONDRA, KERALA",KERALA,26.8,7,6.6,104,1.5,0.49,500,1000,2011,1,54.2859207
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,28,6,7.2,92,0.7,0.38,765,1390,2011,1,68.34920226
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,26.2,6.8,6.6,48,0.5,0.44,1225,2025,2011,1,62.62193461
2304,R MOGRAL AT MOGRAL BR.,KERALA,28.5,5.6,7.1,20455,0.6,0.58,433,675,2011,1,64.67707009
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,26.5,7,7,56,1.1,0.43,768,1725,2011,1,63.7490527
2302,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,29.3,6.7,6.9,2531,0.5,0.22,308,465,2011,1,48.20508557
1570,R NEELASWARAM AT HOSDURG,KERALA,29.3,6.2,7.2,15362,0.8,0.39,830,1303,2011,1,73.05095635
1563,"R NEYYAR AT AMARAVILA, KERALA",KERALA,27,7.3,7.2,62,0.8,0.95,525,985,2011,1,57.69274783
2284,R NEYYAR AT ARUVIPURAM,KERALA,27.3,7.6,7.2,59,0.6,0.65,463,1163,2011,1,53.08834696
2288,R PALLICKAL AT NELLIMUKAL,KERALA,27.9,6.4,6.8,83,0.5,0.42,175,575,2011,1,44.49804643
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,27.8,7,6.6,50,0.6,0.75,295,578,2011,1,41.7350687
1341,"PAMBA AT THAKAZHY, KERALA",KERALA,27.8,6.7,6.8,76,1.2,1.21,310,625,2011,1,52.39961757
1565,"PAMBA DOWN, KERALA",KERALA,28.3,6.7,6.6,64,0.9,1.35,428,838,2011,1,48.95158957
17,PERIYAR NEAR ALWAYENANELOOR,KERALA,27.5,5.6,6.9,943,1.5,0.4,655,1925,2011,1,70.02500609
18,"PERIYAR AT KALADY, KERALA",KERALA,26.3,7.4,7,38,0.9,0.26,386,1196,2011,1,51.45830887
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,27,6.7,6.9,43,1,0.3,1043,2750,2011,1,68.84566957
2333,RIVER PERIYAR AT MUPPATHADAM,KERALA,27.4,7.1,7.3,48,1.5,0.36,595,1775,2011,1,68.18892974
2334,RIVER PERIYAR AT PATHALAM,KERALA,27,6.2,6.8,309,1.6,0.39,1129,2725,2011,1,76.79763635
2335,R PERIYAR AT KALAMASSERY,KERALA,27.4,5.2,6.8,61,1.8,0.33,1123,2650,2011,1,83.16343791
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,27.3,6.8,6.9,995,1.1,0.24,349,1258,2011,1,53.78177461
2300,R PERUVAMBA AT CHANDAPPURA,KERALA,27,6.8,6.9,52,0.9,0.45,39,198,2011,1,44.76104261
2303,R PULLUR AT PULLUR BR.,KERALA,27.8,6.2,6.6,44,0.7,0.21,715,1630,2011,1,55.87481235
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,28.4,4.5,6.5,77,1.1,0.34,400,2675,2011,1,59.15933461
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,28.8,4,7,19279,0.9,0.03,98,233,2011,1,65.42636139
2305,R SHRIYA AT ANGADIMOGARU,KERALA,28.8,7,7.4,69,1,0.12,230,660,2011,1,57.6256047
2296,R THALLASSERY AT PATHIPPALAM,KERALA,25.9,6.5,6.8,58,0.5,0.24,303,1026,2011,1,46.90405548
2292,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,28,4.6,6.9,98,0.6,0.11,168,348,2011,1,55.51646365
2306,R UPPALA AT  UPPALA BR.,KERALA,28.5,6.6,7.3,12327,0.6,0.71,1326,2210,2011,1,81.64862452
1442,"VAMANAPURAM, KERALA",KERALA,28.8,7.1,7,51,1,0.78,750,1700,2011,1,62.04724574
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,27.6,6.2,7.5,371,1.1,1.62,3,528,2011,1,59.41140035
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,27.6,6.2,7.7,316,1.3,2.41,3,312,2011,1,64.74965235
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KARNATAKA,28.3,7.3,7.1,241,2.9,1.17,100,185,2011,1,65.06012383
2780,"KALI AT U/S OF WCPM, DANDELI, KARNATAKA",KARNATAKA,27.5,7.7,7.4,121,1.4,0.64,378,1255,2011,1,61.314272
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNATAKA,30.5,6.5,7.3,64,1,2.6,236,420,2011,1,58.86180348
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,29.5,6.9,7.4,57,1,1.28,46,409,2011,1,54.21071965
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,22.3,7.5,8,211,1.9,0.39,3005,6858,2011,0,136.3784059
2424,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,22.3,7.2,8,263,3.7,0.63,6625,14725,2011,0,235.5466788
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,25,7,7.6,111,1.6,0.67,1081,2743,2011,1,85.7916447
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,25.9,7.5,7.9,205,1.5,1,1615,3542,2011,1,99.77181391
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,25.9,7.1,7.7,283,2.3,1.73,2882,6692,2011,0,134.1602857
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA,24.8,7.4,8,263,1.7,0.65,3113,6617,2011,0,137.4854809
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA,27.5,8.1,8,300,2.3,0.45,2272,4569,2011,0,120.3611922
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA,28,7.8,8,13103,2.1,0.59,277,739,2011,1,77.94616504
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,25,7.4,8,207,1.5,0.53,1356,2872,2011,1,96.02554487
2427,VANSADHARA AT GUNUPUR (INTERSTATE BOUNDRY),ORISSA,25.8,7.2,8,198,1.4,0.57,677,1850,2011,1,80.87767078
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMIL NADU,28.4,6.3,7.6,830,1.8,0.24,738,2020,2011,1,83.26384939
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,24.8,5.8,7.2,732,8.5,3.83,1089,4838,2011,0,147.0956962
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,24,5.6,7.4,1322,15.3,15,16750,41500,2011,0,568.2252661
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,25,5.4,7.3,809,10,4.2,4278,8975,2011,0,235.51084
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,23.3,5.7,7.3,1103,14.3,13.75,20250,52500,2011,0,636.6319991
1698,GHAGGAR AT D/S CHHATBIR,PUNJAB,25.8,5.7,7.5,906,24,14.18,7863,17625,2011,0,444.5844831
1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,25.8,3.5,7.4,1064,20,13.2,8000,14500,2011,0,420.2064922
1700,"GHAGGAR AT D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,25.8,3.2,7.6,1197,27.3,19.2,20250,40250,2011,0,767.341413
1701,GHAGGAR AT D/S JHARMAL NADI,PUNJAB,26,4.7,7.3,1383,32.8,16.4,14388,42875,2011,0,674.1202887
1702,GHAGGAR AT U/S JHARMAL NADI,PUNJAB,26,4.8,7.4,1063,16,5.03,3138,8025,2011,0,268.0615857
1703,"GHAGGAR AT MOONAK, PUNJAB",PUNJAB,24.4,5.3,7.5,1532,18.3,15.8,27000,63500,2011,0,829.529167
1704,GHAGGAR AT D/S SARDULGARH,PUNJAB,23.4,5.6,7.5,1269,34.5,12.15,22000,60000,2011,0,859.4421261
1705,GHAGGAR AT U/S SARDULGARH,PUNJAB,24.3,5.4,7.4,1194,22,8.3,10000,35000,2011,0,476.54412
1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",RAJASTHAN,28,4.8,7.9,650,3.2,0.68,6,62,2011,1,91.51998574
1719,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR",RAJASTHAN,32,5,7.3,390,2.8,0.14,4,20,2011,1,76.38409983
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,21.4,8.3,7.6,334,1,0.49,9,16,2011,1,49.94881026
2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,22.3,8.2,7.7,316,1.2,0.48,11,20,2011,1,53.97544922
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,22.8,8.3,7.6,304,1.2,0.51,12,20,2011,1,51.78372626
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,21.8,5.5,7.6,743,7.6,1.02,81,166,2011,0,123.660929
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN,26.9,5.1,7.8,657,1.7,0.26,6,23,2011,1,74.97302887
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,24.4,7.8,7.2,139,1.9,0.56,263,359,2011,1,59.03678104
1428,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,21.8,6.5,3.1,489,6.1,0.52,32,47,2011,1,26.18869948
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,20.8,7.3,7,162,2.2,0.69,2085,2633,2011,0,101.4229398
1633,SIMSANG RIVER WILLIAMNAGAR,MEGHALAYA,25.2,7.8,7.1,136,1.9,0.52,303,409,2011,1,58.18724904
1427,UMTREW AT BYRNIHAT EAST,MEGHALAYA,24,7.7,7.1,205,7,0.84,303,461,2011,0,103.903132
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,23.4,8.1,7.1,267,1,0.11,2,12,2011,1,41.98588017
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,23.4,8,7,278,1.1,0.11,3,18,2011,1,41.64200713
2052,TUIRIAL UPPER CATCHMENT,MIZORAM,23.2,6.9,7.2,268,1.1,0.11,6,37,2011,1,50.47424365
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,23.3,6.8,7.1,286,1.3,0.11,8,29,2011,1,51.03613061
1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,28.6,6.3,8,164,3.4,0.3,380,528,2011,1,95.99629739
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,28.5,6.6,7.9,196,4.4,0.8,425,648,2011,0,102.7953765
2459,"DAMANGANGA AT ZARI CAUSE WAY BRIDGE, DAMAN ",DAMAN & DIU,29.9,5.6,7.5,15608,25,18.73,5,5,2010,0,280.5092501
1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,26,5.1,8.1,533,3.7,0.45,3900,7500,2010,0,185.5974809
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,GUJARAT,27,7.1,8,555,2,0.35,7500,15000,2010,0,240.3865017
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,27,6.8,8.2,26600,3.1,0.62,9000,23000,2010,0,295.7319986
1865,RIVER DHADAR AT KOTHADA,GUJARAT,29.3,8.1,7.6,938,8.6,0.4,22,108,2010,0,118.6088922
1148,"AMBIKA AT BILIMORA, ",GUJARAT,28.4,6.2,7.8,7778,2.7,0.26,2880,6581,2010,0,145.0578523
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, ",GUJARAT,28.3,3.2,7.7,885,6.3,0.51,3900,9575,2010,0,211.355081
1399,ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS,NAN,29.3,6.6,6.5,58,1.8,0.87,0,53,2010,1,45.93619252
1475,ZUARI AT PANCHAWADI,NAN,28.8,6.6,6.6,145,1.5,0.65,4,98,2010,1,45.09073652
1400,MANDOVI AT NEGHBOURHOOD OF PANAJI,NAN,29,6.3,6.6,55,1.8,0.36,8,140,2010,1,49.21036539
1476,"MANDOVI AT TONCA, MARCELA",NAN,28.8,6.4,6.4,188,2,0.44,15,153,2010,1,47.23024243
1543,KALNA AT CHANDELNAN PERNEM,NAN,27.3,6.9,6.2,61,1.7,1.07,7,117,2010,1,38.60853165
1548,ASSONORA AT ASSONORA,NAN,28.3,7.2,6.1,62,2.6,0.92,8,123,2010,1,43.39019078
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",NAN,29,6.9,6.6,154,1.9,0.83,17,173,2010,1,47.52947965
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",NAN,27.6,7,6.3,742,1.6,0.42,8,139,2010,1,39.0270847
1546,KHANDEPAR AT OPA NAN PONDA,NAN,28.8,7.6,6.2,62,1.1,0.38,12,160,2010,1,29.91411096
2270,"KHANDEPAR AT CODLI NR BDG,U/S OPA WATERWORKS, SANGUEM",NAN,28.3,7.1,6.2,69,1.4,0.56,7,141,2010,1,34.89742974
2272,"KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",NAN,27.8,6.8,6,93,1.9,0.75,9,136,2010,1,37.38046261
1545,MADAI AT DABOS NAN  VALPOI,NAN,28.5,7.1,6.2,89,1.4,0.68,6,119,2010,1,34.89850574
2274,MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,NAN,28.1,6.3,6.2,110,1.5,0.59,8,157,2010,1,39.67186939
2271,"SAL PAZORKHONI, CUNCOLIM (NR CULVERT MARGAONAN CANACONA N.H.)",NAN,29,6.2,7,77,1.8,0.46,11,173,2010,1,56.73353235
2273,"SAL NEAR HOTEL LEELA MOBOR, CAVELOSSIM",NAN,29.5,6.2,6.8,67,1.7,0.61,8,145,2010,1,52.33119235
1547,TALPONA AT CANACONA,NAN,30.2,6.9,6.5,62,1.4,0.6,10,107,2010,1,41.13275565
1544,VALVANT AT SANKLINANBICHOLIM,NAN,28.3,6.7,6.2,62,0.9,0.57,8,187,2010,1,32.42842557
2651,"AMBA AT D/S OF WAKEN BDG U/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",NAN,28.7,6.8,7.9,119,3.5,0.58,286,517,2010,1,90.70544661
1461,BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS),NAN,26,7,7.7,88,3.2,0.13,8,17,2010,1,77.2664927
1092,KALU AT ATALE VILLAGE,NAN,24,7,7.4,3113,4,2.16,95,350,2010,1,82.2010567
2670,"KAN NEAR SAKRI WATER WORKS, SAKRI, DHULE",NAN,32.1,5.5,8.1,363,8.4,2.15,16,69,2010,0,138.103473
1152,KUNDALIKA AT ROHA CITY,NAN,30.3,6.9,7.5,86,3.6,0.4,316,582,2010,1,84.80017565
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),NAN,30.1,6.4,7.4,621,37.8,1.79,413,728,2010,0,390.7750824
2671,"KUNDALIKA NEAR SALAV BDG (SALINA ZONE), SALAV, ROHA, RAIGAD",NAN,28.8,5.2,7.9,42354,9.5,1.1,126,253,2010,0,157.3147939
2672,"KUNDALIKA  AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",NAN,28.7,6.9,7.4,73,3.5,0.27,482,659,2010,1,85.83607165
2168,MITHI RIVER,NAN,29,3.4,7.4,17842,31.5,3.32,1767,1767,2010,0,383.6817951
2676,"MUCHKUNDI AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI",NAN,28.5,7.4,8.1,254,2.2,0.15,3,75,2010,1,73.37686087
